Année;Perimètre juridique;Perimètre spatial;Indicateur;Type de contrat;Tranche horaire;Collège;Genre;Valeur;Unité;Chapitre du bilan social
2021;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDD;De 30 heures à moins de 35 heures;Execution;Femme;0.0;Nombre;§4.1.4
2021;EDF SA;France;Salariés en réduction collective du temps de travail;Statutaires;;Cadre;Homme;167.0;Nombre;§4.1.5
2021;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDI;;Maitrise;Femme;0.0;Nombre;§4.1.5
2021;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDI;;Execution;Femme;0.0;Nombre;§4.1.5
2021;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDD;;Maitrise;Femme;1.0;Nombre;§4.1.5
2021;EDF SA;France;Salariés en services continus de plus de 50 ans;;;Maitrise;Femme;9.0;Nombre;§4.2.2
2021;EDF SA;France;Salariés en services continus de plus de 50 ans;;;Execution;Homme;28.0;Nombre;§4.2.2
2021;EDF SA;France;Salariés reclassés dans l'entreprise à la suite d'une inaptitude;;;;;32.0;Nombre;§4.7.2
2021;EDF SA;France;Salariés ayant bénéficié de repos compensateur;;;Execution;Homme;1329.0;Nombre;§4.1.2
2021;EDF SA;France;Salariés ayant bénéficié de repos compensateur;;;Execution;Femme;108.0;Nombre;§4.1.2
2021;EDF SA;France;Salariés bénéficiaires d'un système d'horaires individualisés;;;Cadre;Homme;883.0;Nombre;§4.1.3
2021;EDF SA;France;Salariés bénéficiaires d'un système d'horaires individualisés;;;Cadre;Femme;496.0;Nombre;§4.1.3
2021;EDF SA;France;Salariés bénéficiaires d'un système d'horaires individualisés;;;Execution;Homme;23.0;Nombre;§4.1.3
2021;EDF SA;France;Salariés à temps partiel en décembre;Statutaires;Moins de 20 heures;Maitrise;Homme;32.0;Nombre;§4.1.4
2021;EDF SA;France;Salariés à temps partiel en décembre;Statutaires;Moins de 20 heures;Maitrise;Femme;94.0;Nombre;§4.1.4
2021;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDI;De 20 heures à moins de 30 heures;Maitrise;Femme;1.0;Nombre;§4.1.4
2021;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDD;De 20 heures à moins de 30 heures;Execution;Homme;0.0;Nombre;§4.1.4
2021;EDF SA;France;Salariés à temps partiel en décembre;Statutaires;De 30 heures à moins de 35 heures;Cadre;Homme;28.0;Nombre;§4.1.4
2021;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDI;De 30 heures à moins de 35 heures;Maitrise;Homme;0.0;Nombre;§4.1.4
2021;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDI;De 30 heures à moins de 35 heures;Maitrise;Femme;0.0;Nombre;§4.1.4
2021;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDI;De 30 heures à moins de 35 heures;Execution;Femme;1.0;Nombre;§4.1.4
2021;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDD;De 30 heures à moins de 35 heures;Execution;Homme;0.0;Nombre;§4.1.4
2021;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDI;;Cadre;Femme;0.0;Nombre;§4.1.5
2021;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDD;;Execution;Homme;0.0;Nombre;§4.1.5
2021;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDD;;Execution;Femme;0.0;Nombre;§4.1.5
2021;EDF SA;France;Salariés déclarés définitivement inaptes à leur emploi par le médecin du travail;;;;;21.0;Nombre;§4.7.1
2021;EDF SA;France;Salariés bénéficiaires d'un système d'horaires individualisés;;;Execution;Femme;255.0;Nombre;§4.1.3
2021;EDF SA;France;Salariés à temps partiel en décembre;;;Maitrise;Homme;254.0;Nombre;§4.1.4
2021;EDF SA;France;Salariés à temps partiel en décembre;;;Execution;Homme;42.0;Nombre;§4.1.4
2021;EDF SA;France;Salariés à temps partiel en décembre;Statutaires;Moins de 20 heures;Cadre;Homme;18.0;Nombre;§4.1.4
2021;EDF SA;France;Salariés à temps partiel en décembre;Statutaires;Moins de 20 heures;Cadre;Femme;21.0;Nombre;§4.1.4
2021;EDF SA;France;Salariés à temps partiel en décembre;Statutaires;Moins de 20 heures;Execution;Femme;64.0;Nombre;§4.1.4
2021;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDI;Moins de 20 heures;Maitrise;Homme;0.0;Nombre;§4.1.4
2021;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDI;Moins de 20 heures;Execution;Femme;1.0;Nombre;§4.1.4
2021;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDD;Moins de 20 heures;Maitrise;Femme;0.0;Nombre;§4.1.4
2021;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDD;Moins de 20 heures;Execution;Homme;0.0;Nombre;§4.1.4
2021;EDF SA;France;Salariés à temps partiel en décembre;Statutaires;De 20 heures à moins de 30 heures;Maitrise;Femme;325.0;Nombre;§4.1.4
2021;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDI;De 20 heures à moins de 30 heures;Execution;Homme;0.0;Nombre;§4.1.4
2021;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDD;De 20 heures à moins de 30 heures;Maitrise;Femme;1.0;Nombre;§4.1.4
2021;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDI;De 30 heures à moins de 35 heures;Cadre;Femme;3.0;Nombre;§4.1.4
2021;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDD;De 30 heures à moins de 35 heures;Cadre;Homme;0.0;Nombre;§4.1.4
2021;EDF SA;France;Salariés en réduction collective du temps de travail;Statutaires;;Maitrise;Femme;716.0;Nombre;§4.1.5
2021;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDI;;Maitrise;Homme;0.0;Nombre;§4.1.5
2021;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDD;;Cadre;Homme;0.0;Nombre;§4.1.5
2021;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDD;;Maitrise;Homme;0.0;Nombre;§4.1.5
2021;EDF SA;France;Salariés en services continus de plus de 50 ans;;;Cadre;Homme;355.0;Nombre;§4.2.2
2021;EDF SA;France;Salariés en services continus de plus de 50 ans;;;Cadre;Femme;1.0;Nombre;§4.2.2
2021;EDF SA;France;Salariés en services continus de plus de 50 ans;;;Execution;Femme;3.0;Nombre;§4.2.2
2021;EDF SA;France;Salariés ayant bénéficié de repos compensateur;;;Maitrise;Femme;1990.0;Nombre;§4.1.2
2021;EDF SA;France;Salariés à temps partiel en décembre;;;Maitrise;Femme;869.0;Nombre;§4.1.4
2021;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDI;Moins de 20 heures;Maitrise;Femme;0.0;Nombre;§4.1.4
2021;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDD;Moins de 20 heures;Cadre;Homme;0.0;Nombre;§4.1.4
2021;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDD;Moins de 20 heures;Maitrise;Homme;0.0;Nombre;§4.1.4
2021;EDF SA;France;Salariés à temps partiel en décembre;Statutaires;De 20 heures à moins de 30 heures;Maitrise;Homme;85.0;Nombre;§4.1.4
2021;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDI;De 20 heures à moins de 30 heures;Cadre;Femme;7.0;Nombre;§4.1.4
2021;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDD;De 20 heures à moins de 30 heures;Maitrise;Homme;0.0;Nombre;§4.1.4
2021;EDF SA;France;Salariés à temps partiel en décembre;Statutaires;De 30 heures à moins de 35 heures;Maitrise;Homme;137.0;Nombre;§4.1.4
2021;EDF SA;France;Salariés à temps partiel en décembre;Statutaires;De 30 heures à moins de 35 heures;Maitrise;Femme;448.0;Nombre;§4.1.4
2021;EDF SA;France;Salariés à temps partiel en décembre;Statutaires;De 30 heures à moins de 35 heures;Execution;Femme;97.0;Nombre;§4.1.4
2021;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDI;De 30 heures à moins de 35 heures;Execution;Homme;0.0;Nombre;§4.1.4
2021;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDD;De 30 heures à moins de 35 heures;Maitrise;Homme;0.0;Nombre;§4.1.4
2021;EDF SA;France;Salariés en réduction collective du temps de travail;Statutaires;;Cadre;Femme;116.0;Nombre;§4.1.5
2021;EDF SA;France;Salariés en réduction collective du temps de travail;Statutaires;;Maitrise;Homme;695.0;Nombre;§4.1.5
2021;EDF SA;France;Salariés en réduction collective du temps de travail;Statutaires;;Execution;Femme;31.0;Nombre;§4.1.5
2021;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDI;;Cadre;Homme;0.0;Nombre;§4.1.5
2021;EDF SA;France;Salariés ayant bénéficié de repos compensateur;;;Cadre;Femme;181.0;Nombre;§4.1.2
2021;EDF SA;France;Salariés à temps partiel en décembre;;;Cadre;Homme;84.0;Nombre;§4.1.4
2021;EDF SA;France;Salariés à temps partiel en décembre;;;Cadre;Femme;174.0;Nombre;§4.1.4
2021;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDI;Moins de 20 heures;Execution;Homme;0.0;Nombre;§4.1.4
2021;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDD;Moins de 20 heures;Cadre;Femme;1.0;Nombre;§4.1.4
2021;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDD;Moins de 20 heures;Execution;Femme;0.0;Nombre;§4.1.4
2021;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDI;De 20 heures à moins de 30 heures;Maitrise;Homme;0.0;Nombre;§4.1.4
2021;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDD;De 20 heures à moins de 30 heures;Cadre;Homme;0.0;Nombre;§4.1.4
2021;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDD;De 20 heures à moins de 30 heures;Execution;Femme;3.0;Nombre;§4.1.4
2021;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDI;De 30 heures à moins de 35 heures;Cadre;Homme;2.0;Nombre;§4.1.4
2021;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDD;De 30 heures à moins de 35 heures;Cadre;Femme;0.0;Nombre;§4.1.4
2021;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDD;De 30 heures à moins de 35 heures;Maitrise;Femme;0.0;Nombre;§4.1.4
2021;EDF SA;France;Salariés en réduction collective du temps de travail;Statutaires;;Execution;Homme;136.0;Nombre;§4.1.5
2021;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDI;;Execution;Homme;0.0;Nombre;§4.1.5
2021;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDD;;Cadre;Femme;0.0;Nombre;§4.1.5
2021;EDF SA;France;Salariés en services continus de plus de 50 ans;;;Maitrise;Homme;785.0;Nombre;§4.2.2
2020;EDF SA;France;Salariés ayant bénéficié de repos compensateur;;;Execution;Homme;1375.0;Nombre;§4.1.2
2020;EDF SA;France;Salariés ayant bénéficié de repos compensateur;;;Execution;Femme;126.0;Nombre;§4.1.2
2020;EDF SA;France;Salariés bénéficiaires d'un système d'horaires individualisés;;;Cadre;Homme;828.0;Nombre;§4.1.3
2020;EDF SA;France;Salariés bénéficiaires d'un système d'horaires individualisés;;;Cadre;Femme;471.0;Nombre;§4.1.3
2020;EDF SA;France;Salariés à temps partiel en décembre;;;Maitrise;Homme;260.0;Nombre;§4.1.4
2020;EDF SA;France;Salariés à temps partiel en décembre;Statutaires;Moins de 20 heures;Maitrise;Homme;32.0;Nombre;§4.1.4
2020;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDI;Moins de 20 heures;Execution;Homme;1.0;Nombre;§4.1.4
2020;EDF SA;France;Salariés à temps partiel en décembre;Statutaires;De 20 heures à moins de 30 heures;Cadre;Femme;82.0;Nombre;§4.1.4
2020;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDD;De 20 heures à moins de 30 heures;Cadre;Femme;0.0;Nombre;§4.1.4
2020;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDD;De 20 heures à moins de 30 heures;Maitrise;Homme;0.0;Nombre;§4.1.4
2020;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDD;De 20 heures à moins de 30 heures;Maitrise;Femme;1.0;Nombre;§4.1.4
2020;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDD;De 20 heures à moins de 30 heures;Execution;Femme;0.0;Nombre;§4.1.4
2020;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDI;De 30 heures à moins de 35 heures;Maitrise;Homme;0.0;Nombre;§4.1.4
2020;EDF SA;France;Salariés en réduction collective du temps de travail;Statutaires;;Execution;Homme;130.0;Nombre;§4.1.5
2020;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDI;;Maitrise;Homme;0.0;Nombre;§4.1.5
2020;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDD;;Cadre;Homme;0.0;Nombre;§4.1.5
2020;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDD;;Execution;Homme;0.0;Nombre;§4.1.5
2020;EDF SA;France;Salariés en services continus de plus de 50 ans;;;Execution;Homme;27.0;Nombre;§4.2.2
2020;EDF SA;France;Salariés ayant bénéficié de repos compensateur;;;Cadre;Homme;1115.0;Nombre;§4.1.2
2020;EDF SA;France;Salariés ayant bénéficié de repos compensateur;;;Cadre;Femme;192.0;Nombre;§4.1.2
2020;EDF SA;France;Salariés ayant bénéficié de repos compensateur;;;Maitrise;Femme;2130.0;Nombre;§4.1.2
2020;EDF SA;France;Salariés bénéficiaires d'un système d'horaires individualisés;;;Maitrise;Femme;1485.0;Nombre;§4.1.3
2020;EDF SA;France;Salariés à temps partiel en décembre;;;Cadre;Femme;185.0;Nombre;§4.1.4
2020;EDF SA;France;Salariés à temps partiel en décembre;;;Execution;Homme;48.0;Nombre;§4.1.4
2020;EDF SA;France;Salariés à temps partiel en décembre;Statutaires;Moins de 20 heures;Cadre;Homme;20.0;Nombre;§4.1.4
2020;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDI;Moins de 20 heures;Maitrise;Homme;0.0;Nombre;§4.1.4
2020;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDD;Moins de 20 heures;Maitrise;Femme;0.0;Nombre;§4.1.4
2020;EDF SA;France;Salariés à temps partiel en décembre;Statutaires;De 20 heures à moins de 30 heures;Maitrise;Femme;353.0;Nombre;§4.1.4
2020;EDF SA;France;Salariés à temps partiel en décembre;Statutaires;De 20 heures à moins de 30 heures;Execution;Homme;20.0;Nombre;§4.1.4
2020;EDF SA;France;Salariés à temps partiel en décembre;Statutaires;De 20 heures à moins de 30 heures;Execution;Femme;213.0;Nombre;§4.1.4
2020;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDI;De 20 heures à moins de 30 heures;Cadre;Femme;7.0;Nombre;§4.1.4
2020;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDI;De 20 heures à moins de 30 heures;Maitrise;Femme;1.0;Nombre;§4.1.4
2020;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDI;De 20 heures à moins de 30 heures;Execution;Homme;0.0;Nombre;§4.1.4
2020;EDF SA;France;Salariés en réduction collective du temps de travail;Statutaires;;Maitrise;Homme;765.0;Nombre;§4.1.5
2020;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDD;;Maitrise;Homme;0.0;Nombre;§4.1.5
2020;EDF SA;France;Salariés reclassés dans l'entreprise à la suite d'une inaptitude;;;;;21.0;Nombre;§4.7.2
2020;EDF SA;France;Salariés à temps partiel en décembre;;;Cadre;Homme;95.0;Nombre;§4.1.4
2020;EDF SA;France;Salariés à temps partiel en décembre;Statutaires;Moins de 20 heures;Execution;Femme;75.0;Nombre;§4.1.4
2020;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDI;Moins de 20 heures;Maitrise;Femme;0.0;Nombre;§4.1.4
2020;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDD;Moins de 20 heures;Cadre;Homme;3.0;Nombre;§4.1.4
2020;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDD;Moins de 20 heures;Maitrise;Homme;0.0;Nombre;§4.1.4
2020;EDF SA;France;Salariés à temps partiel en décembre;Statutaires;De 20 heures à moins de 30 heures;Cadre;Homme;28.0;Nombre;§4.1.4
2020;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDI;De 20 heures à moins de 30 heures;Cadre;Homme;2.0;Nombre;§4.1.4
2020;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDI;De 20 heures à moins de 30 heures;Maitrise;Homme;0.0;Nombre;§4.1.4
2020;EDF SA;France;Salariés à temps partiel en décembre;Statutaires;De 30 heures à moins de 35 heures;Maitrise;Femme;511.0;Nombre;§4.1.4
2020;EDF SA;France;Salariés à temps partiel en décembre;Statutaires;De 30 heures à moins de 35 heures;Execution;Femme;117.0;Nombre;§4.1.4
2020;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDI;De 30 heures à moins de 35 heures;Execution;Homme;0.0;Nombre;§4.1.4
2020;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDD;De 30 heures à moins de 35 heures;Cadre;Homme;0.0;Nombre;§4.1.4
2020;EDF SA;France;Salariés en réduction collective du temps de travail;Statutaires;;Maitrise;Femme;821.0;Nombre;§4.1.5
2020;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDI;;Cadre;Homme;0.0;Nombre;§4.1.5
2020;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDI;;Execution;Femme;0.0;Nombre;§4.1.5
2020;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDD;;Maitrise;Femme;1.0;Nombre;§4.1.5
2020;EDF SA;France;Salariés en services continus de plus de 50 ans;;;Cadre;Homme;316.0;Nombre;§4.2.2
2020;EDF SA;France;Salariés en services continus de plus de 50 ans;;;Maitrise;Homme;804.0;Nombre;§4.2.2
2020;EDF SA;France;Salariés en services continus de plus de 50 ans;;;Maitrise;Femme;11.0;Nombre;§4.2.2
2020;EDF SA;France;Salariés en services continus de plus de 50 ans;;;Execution;Femme;2.0;Nombre;§4.2.2
2020;EDF SA;France;Salariés bénéficiaires d'un système d'horaires individualisés;;;Maitrise;Homme;798.0;Nombre;§4.1.3
2020;EDF SA;France;Salariés à temps partiel en décembre;;;Execution;Femme;408.0;Nombre;§4.1.4
2020;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDI;Moins de 20 heures;Cadre;Femme;5.0;Nombre;§4.1.4
2020;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDD;De 20 heures à moins de 30 heures;Cadre;Homme;0.0;Nombre;§4.1.4
2020;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDD;De 20 heures à moins de 30 heures;Execution;Homme;0.0;Nombre;§4.1.4
2020;EDF SA;France;Salariés à temps partiel en décembre;Statutaires;De 30 heures à moins de 35 heures;Cadre;Homme;31.0;Nombre;§4.1.4
2020;EDF SA;France;Salariés à temps partiel en décembre;Statutaires;De 30 heures à moins de 35 heures;Execution;Homme;19.0;Nombre;§4.1.4
2020;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDI;De 30 heures à moins de 35 heures;Maitrise;Femme;0.0;Nombre;§4.1.4
2020;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDI;De 30 heures à moins de 35 heures;Execution;Femme;1.0;Nombre;§4.1.4
2020;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDD;De 30 heures à moins de 35 heures;Execution;Homme;0.0;Nombre;§4.1.4
2020;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDD;De 30 heures à moins de 35 heures;Execution;Femme;1.0;Nombre;§4.1.4
2020;EDF SA;France;Salariés en réduction collective du temps de travail;Statutaires;;Cadre;Homme;186.0;Nombre;§4.1.5
2020;EDF SA;France;Salariés en réduction collective du temps de travail;Statutaires;;Cadre;Femme;131.0;Nombre;§4.1.5
2020;EDF SA;France;Salariés en réduction collective du temps de travail;Statutaires;;Execution;Femme;39.0;Nombre;§4.1.5
2020;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDI;;Cadre;Femme;0.0;Nombre;§4.1.5
2020;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDI;;Execution;Homme;0.0;Nombre;§4.1.5
2020;EDF SA;France;Salariés en services continus de plus de 50 ans;;;Cadre;Femme;1.0;Nombre;§4.2.2
2020;EDF SA;France;Salariés déclarés définitivement inaptes à leur emploi par le médecin du travail;;;;;18.0;Nombre;§4.7.1
2020;EDF SA;France;Salariés ayant bénéficié de repos compensateur;;;Maitrise;Homme;12804.0;Nombre;§4.1.2
2020;EDF SA;France;Salariés bénéficiaires d'un système d'horaires individualisés;;;Execution;Homme;32.0;Nombre;§4.1.3
2020;EDF SA;France;Salariés bénéficiaires d'un système d'horaires individualisés;;;Execution;Femme;306.0;Nombre;§4.1.3
2020;EDF SA;France;Salariés à temps partiel en décembre;;;Maitrise;Femme;964.0;Nombre;§4.1.4
2020;EDF SA;France;Salariés à temps partiel en décembre;Statutaires;Moins de 20 heures;Cadre;Femme;20.0;Nombre;§4.1.4
2020;EDF SA;France;Salariés à temps partiel en décembre;Statutaires;Moins de 20 heures;Maitrise;Femme;96.0;Nombre;§4.1.4
2020;EDF SA;France;Salariés à temps partiel en décembre;Statutaires;Moins de 20 heures;Execution;Homme;8.0;Nombre;§4.1.4
2020;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDI;Moins de 20 heures;Cadre;Homme;7.0;Nombre;§4.1.4
2020;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDI;Moins de 20 heures;Execution;Femme;1.0;Nombre;§4.1.4
2020;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDD;Moins de 20 heures;Cadre;Femme;1.0;Nombre;§4.1.4
2020;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDD;Moins de 20 heures;Execution;Homme;3.0;Nombre;§4.1.4
2020;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDD;Moins de 20 heures;Execution;Femme;0.0;Nombre;§4.1.4
2020;EDF SA;France;Salariés à temps partiel en décembre;Statutaires;De 20 heures à moins de 30 heures;Maitrise;Homme;80.0;Nombre;§4.1.4
2020;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDI;De 20 heures à moins de 30 heures;Execution;Femme;0.0;Nombre;§4.1.4
2020;EDF SA;France;Salariés à temps partiel en décembre;Statutaires;De 30 heures à moins de 35 heures;Cadre;Femme;67.0;Nombre;§4.1.4
2020;EDF SA;France;Salariés à temps partiel en décembre;Statutaires;De 30 heures à moins de 35 heures;Maitrise;Homme;148.0;Nombre;§4.1.4
2020;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDI;De 30 heures à moins de 35 heures;Cadre;Homme;4.0;Nombre;§4.1.4
2020;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDI;De 30 heures à moins de 35 heures;Cadre;Femme;3.0;Nombre;§4.1.4
2020;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDD;De 30 heures à moins de 35 heures;Cadre;Femme;0.0;Nombre;§4.1.4
2020;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDD;De 30 heures à moins de 35 heures;Maitrise;Homme;0.0;Nombre;§4.1.4
2020;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDD;De 30 heures à moins de 35 heures;Maitrise;Femme;2.0;Nombre;§4.1.4
2020;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDI;;Maitrise;Femme;0.0;Nombre;§4.1.5
2020;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDD;;Cadre;Femme;0.0;Nombre;§4.1.5
2020;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDD;;Execution;Femme;0.0;Nombre;§4.1.5
2019;EDF SA;France;Salariés ayant bénéficié de repos compensateur;;;Execution;Femme;163.0;Nombre;§4.1.2
2019;EDF SA;France;Salariés bénéficiaires d'un système d'horaires individualisés;;;Cadre;Femme;452.0;Nombre;§4.1.3
2019;EDF SA;France;Salariés bénéficiaires d'un système d'horaires individualisés;;;Maitrise;Femme;1589.0;Nombre;§4.1.3
2019;EDF SA;France;Salariés à temps partiel en décembre;;;Cadre;Homme;104.0;Nombre;§4.1.4
2019;EDF SA;France;Salariés à temps partiel en décembre;Statutaires;Moins de 20 heures;Maitrise;Homme;44.0;Nombre;§4.1.4
2019;EDF SA;France;Salariés à temps partiel en décembre;Statutaires;Moins de 20 heures;Maitrise;Femme;108.0;Nombre;§4.1.4
2019;EDF SA;France;Salariés à temps partiel en décembre;Statutaires;De 20 heures à moins de 30 heures;Maitrise;Homme;80.0;Nombre;§4.1.4
2019;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDI;De 20 heures à moins de 30 heures;Execution;Homme;0.0;Nombre;§4.1.4
2019;EDF SA;France;Salariés à temps partiel en décembre;Statutaires;De 30 heures à moins de 35 heures;Cadre;Femme;68.0;Nombre;§4.1.4
2019;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDI;De 30 heures à moins de 35 heures;Execution;Femme;1.0;Nombre;§4.1.4
2019;EDF SA;France;Salariés en réduction collective du temps de travail;Statutaires;;Execution;Homme;190.0;Nombre;§4.1.5
2019;EDF SA;France;Salariés en services continus de plus de 50 ans;;;Cadre;Femme;1.0;Nombre;§4.2.2
2019;EDF SA;France;Salariés en services continus de plus de 50 ans;;;Execution;Homme;32.0;Nombre;§4.2.2
2019;EDF SA;France;Salariés déclarés définitivement inaptes à leur emploi par le médecin du travail;;;;;11.0;Nombre;§4.7.1
2019;EDF SA;France;Salariés bénéficiaires d'un système d'horaires individualisés;;;Execution;Homme;38.0;Nombre;§4.1.3
2019;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDI;Moins de 20 heures;Maitrise;Femme;0.0;Nombre;§4.1.4
2019;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDD;Moins de 20 heures;Maitrise;Femme;0.0;Nombre;§4.1.4
2019;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDD;Moins de 20 heures;Execution;Femme;0.0;Nombre;§4.1.4
2019;EDF SA;France;Salariés à temps partiel en décembre;Statutaires;De 20 heures à moins de 30 heures;Cadre;Homme;32.0;Nombre;§4.1.4
2019;EDF SA;France;Salariés à temps partiel en décembre;Statutaires;De 20 heures à moins de 30 heures;Cadre;Femme;80.0;Nombre;§4.1.4
2019;EDF SA;France;Salariés à temps partiel en décembre;Statutaires;De 20 heures à moins de 30 heures;Maitrise;Femme;374.0;Nombre;§4.1.4
2019;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDI;De 20 heures à moins de 30 heures;Maitrise;Homme;0.0;Nombre;§4.1.4
2019;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDD;De 20 heures à moins de 30 heures;Execution;Homme;0.0;Nombre;§4.1.4
2019;EDF SA;France;Salariés à temps partiel en décembre;Statutaires;De 30 heures à moins de 35 heures;Maitrise;Femme;564.0;Nombre;§4.1.4
2019;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDI;De 30 heures à moins de 35 heures;Execution;Homme;0.0;Nombre;§4.1.4
2019;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDD;De 30 heures à moins de 35 heures;Maitrise;Homme;0.0;Nombre;§4.1.4
2019;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDI;;Cadre;Femme;0.0;Nombre;§4.1.5
